X1,X2,X3,X4,X5,X6,X7,X8,X9,X0,label_map
-7.06275815674912,5.54642644958457,10.009693600886,-18.9684627504125,-9.04459928080015,-11.604591535882,-9.92643644431832,8.08720096413352,-3.12228639042263,1,15.2586016733428
0.814980442416012,-9.59041233839566,8.55390456460172,8.09530476721204,5.18558839663366,12.0809869246143,4.84218895751809,0.674834091805885,16.1004949822727,1,-57.670061798487
2.00029964029889,-11.1209553633007,11.0470027897086,-4.90026821084267,14.1662236649709,7.86283558526734,-4.24491297462146,-8.16981661180301,-8.98337651139189,1,-102.245967328184
0.549508180081565,1.4650553431838,2.98763271449284,4.62737109499592,4.17540020889771,4.56168508488165,-18.4159066952786,-6.09121226380377,14.3328955973897,1,-128.006812870478
8.4932211060835,-12.7090152486947,-6.06887598884077,-13.3790609050984,-15.5433552256058,-0.584810055880973,-7.26074680455258,2.0361852964502,-2.27226280863328,1,-93.967629676459
0.4066455420312,10.7387315344918,5.22136521959248,-0.288209230563553,11.0325463879869,15.6256546775066,2.98559550843885,-15.004931775671,12.4428224651716,1,0.949081291621754
-14.2144150152711,15.329388274857,4.35782608543775,-8.54478649496726,-6.52821834840085,-6.85016052326808,-6.23991169242077,-5.44418033555944,-6.32898175042714,1,70.5869474476727
-6.62141260606333,-6.42812501257698,-4.56857335061269,-9.18466221442903,-12.6227452429854,14.2800161292576,-9.09619716528212,5.83094694475595,-11.284819413932,1,-40.1196091089942
-5.44518813070348,10.3824144361388,-0.27073858137873,-15.0264990645282,13.6866757825818,7.25614583533046,8.97451071121472,19.0262394459238,6.12467761737112,1,219.330119240137
8.17455235926834,-11.9954893520589,-3.33669612704784,3.5864869708795,10.800866031611,-0.90396319752341,5.65150641882787,19.0647433318713,-7.43900173842857,1,32.3197150036221
5.3221512604667,-9.6909521217782,13.0780719553189,14.8865933335439,12.1630832835034,16.3154397563741,1.46264259927268,-9.1695683336744,20.7068022148076,1,-125.463592896439
2.39988569060856,2.53001270259314,14.7544592456823,-0.122287816198304,3.0117243126441,10.9913619003877,25.592536805912,-5.26845915844845,12.3275946231771,1,62.5637934823683
7.15507934756696,3.95948697980467,4.95200147739875,5.13503323472279,9.36834251867181,-1.9484132407587,-3.13552579874352,-9.77480674707415,-4.13729361143526,1,-89.518583830728
-3.37540963201083,4.73734470366993,-3.42633670973557,7.89759777617498,14.1635617982519,-6.55512458314145,18.3836129021275,1.39287091164519,-4.92034424202924,1,150.447904413399
17.1857520976777,-1.02856784851701,5.80813871247055,-5.82289993275266,-7.52083710325413,-1.24900847149095,-2.00699792065917,8.9372809514184,19.6493524755139,1,-90.0521874779513
-5.55989060850026,-9.34264925190572,4.16896039482892,2.31404281645627,-10.8556868537942,0.17557474383029,-2.60308582785777,-13.188608019972,20.4296448681602,1,-110.22397395732
-0.259697459787667,-1.48033628723543,2.21248099794172,11.6874028964647,1.05758095166805,1.07700979657426,-6.26108145747207,2.64376197875539,-4.74162311165268,1,-57.6098925400935
1.3938193700749,-4.3352412460972,9.83741853970432,9.65438726854868,3.78468497603044,7.10704825127227,-4.72947114300648,-8.37389345180539,-13.6475896023773,1,-104.695003596176
2.9169938397416,23.4561164224473,-5.1894193507286,3.26603207346814,12.7834467860952,10.6451615507851,-15.3966845244466,19.2591900914548,-4.42948648482816,1,96.7503266269155
-11.3469709419223,11.7785137911779,-7.36521070013586,-4.97130997910204,-14.985593142996,-7.06227810316415,0.360461356799023,-8.08669243546957,5.19590168874951,1,70.748426431244
-0.910507603370131,4.74948943651131,4.04302689788052,13.2179846891116,8.73933741771646,-2.90592688817011,-6.60663095213266,-9.6494378379406,-3.86397472537398,1,-46.153968440822
4.93787570518354,10.5668742035214,-8.36657554233095,-10.7080386305282,0.0685313468574144,-11.3717301295744,-4.72622279323087,-3.49822130704728,10.0113098808466,1,44.5938948171143
6.213044091053,9.42508115295286,8.0009442919525,1.51316391768706,-1.19924719725321,-10.7022674823464,4.95639022344545,-4.50187205148847,11.6410010780407,1,6.03733046719118
